2L	254396	271628	-
2L	254423	271628	-
2L	262596	262644	+
2L	269388	269457	+
2L	270605	270660	+
2L	272505	272554	-
2L	275250	275318	-
2L	276496	276738	-
2L	276896	276958	-
2L	276902	276958	-
2L	276902	276973	-
2L	277862	277929	+
2L	278322	278642	+
2L	279123	279184	+
2L	279804	279869	+
2L	280039	280109	+
2L	282504	282653	-
2L	284209	284747	-
2L	284967	285432	-
2L	284967	286306	-
2L	284967	290812	-
2L	286661	286752	+
2L	291030	291606	-
2L	291030	291660	-
2L	292659	292716	+
2L	294371	294440	-
2L	295279	295345	+
2L	295627	295703	+
2L	296810	296976	+
2L	298402	299032	+
2L	299917	302025	+
2L	301943	302025	+
2L	306388	317742	+
2L	308841	308996	-
2L	310604	317742	+
2L	318119	325677	+
2L	325823	334119	+
2L	326060	328592	-
2L	334256	335414	+
2L	335547	336017	+
2L	336202	336348	+
2L	336545	337015	+
2L	336545	337937	+
2L	337197	337937	+
2L	338117	339206	+
2L	339440	340709	+
2L	340854	342578	+
2L	342791	342865	+
2L	343728	344023	+
2L	343728	344038	+
2L	343728	344041	+
2L	344488	344554	+
2L	344488	344575	+
2L	344946	345008	+
2L	345152	345214	+
2L	347935	355383	+
2L	356311	356366	-
2L	356836	356890	-
2L	357190	357422	-
2L	357747	357815	-
2L	357765	357815	-
2L	378480	384510	+
2L	384893	385700	+
2L	385745	386307	+
2L	386575	386702	+
2L	398865	399847	-
2L	400455	400522	-
2L	400666	400724	-
2L	400941	401006	-
2L	404472	404535	+
2L	406034	406094	+
2L	409464	409531	-
2L	409735	409789	-
2L	410072	410126	-
2L	411059	411128	-
2L	411717	411781	-
2L	412236	412446	-
2L	412657	412724	-
2L	412657	413395	-
2L	413653	414442	-
2L	415445	415511	+
2L	416709	416788	+
2L	420145	420291	+
2L	422187	422242	+
2L	423844	423915	+
2L	424762	424823	+
2L	425011	425072	+
2L	431898	438379	+
2L	432116	438379	+
2L	438515	438581	+
2L	438726	443081	+
2L	443160	443225	+
2L	446582	446641	+
2L	449169	449229	-
2L	449319	449434	-
2L	450539	450665	-
2L	450877	451229	-
2L	450877	452576	-
2L	452735	452797	-
2L	452735	452986	-
2L	454269	454329	+
2L	454928	454988	+
2L	455826	456085	+
2L	456222	456288	+
2L	456467	456538	+
2L	456728	456796	+
2L	456896	456972	+
2L	457337	457399	+
2L	457561	457614	+
2L	457561	457627	+
2L	464940	471397	-
2L	473164	473222	+
2L	473993	474053	+
2L	474764	475035	+
2L	475177	475232	+
2L	475850	475915	+
2L	476014	476077	+
2L	476330	489516	+
2L	476330	525391	+
2L	478203	479086	-
2L	478203	479406	-
2L	491357	525391	+
2L	524058	525391	+
2L	525435	536022	+
2L	536965	537036	+
2L	537430	537548	+
2L	537748	537862	+
2L	539248	539309	+
2L	539451	539517	+
2L	541167	541708	-
2L	542345	542429	-
2L	542349	542429	-
2L	542378	542429	-
2L	543348	543415	-
2L	544265	544332	-
2L	545305	545370	+
2L	545563	545815	+
2L	546442	546564	+
2L	546478	546532	-
2L	547899	547977	-
2L	548217	549025	-
2L	548217	551157	-
2L	554273	554335	-
2L	555445	555509	-
2L	557664	557721	-
2L	557881	557942	-
2L	558540	558615	-
2L	558540	559562	-
2L	560036	560096	+
2L	563188	563253	-
2L	563188	563258	-
2L	563188	563276	-
2L	566437	566497	-
2L	566623	566679	-
2L	567029	567088	-
2L	568432	568598	+
2L	569289	569347	+
2L	574354	574633	+
2L	574697	574779	+
2L	575089	575143	+
2L	576021	576080	-
2L	576403	576513	-
2L	578032	578154	+
2L	578419	578483	+
2L	584444	587829	-
2L	584444	592271	-
2L	588578	588646	+
2L	592632	593587	-
2L	602948	603073	+
2L	603005	603073	+
2L	644313	644436	-
2L	645715	647988	-
2L	648360	648478	-
2L	648885	648990	-
2L	649764	649933	-
2L	650292	652785	-
2L	653287	654246	-
2L	654699	655273	-
2L	655865	656711	-
2L	657383	705870	-
2L	707866	714274	-
2L	710666	714858	+
2L	724014	724080	-
2L	738267	738320	-
2L	738434	738507	-
2L	738836	739444	-
2L	740013	740356	-
2L	740689	740799	-
2L	740963	743337	-
2L	743622	744083	-
2L	743622	744195	-
2L	750399	752730	+
2L	750802	752730	+
2L	753729	754486	+
2L	754629	755020	+
2L	755295	755661	+
2L	755295	755828	+
2L	756079	756333	+
2L	756079	756667	+
2L	757029	757127	+
2L	757428	757799	+
2L	757937	758846	+
2L	759121	759230	+
2L	759548	759678	+
2L	782047	782123	+
2L	782180	782237	+
2L	782440	782494	+
2L	786421	786478	-
2L	786426	786509	+
2L	786663	786732	-
2L	788177	788241	-
2L	788611	790488	-
2L	810757	810808	+
2L	811020	811088	+
2L	811202	811258	+
2L	812495	812561	+
2L	813892	813950	-
2L	814183	814242	-
2L	815220	815274	-
2L	815411	815474	-
2L	815420	815474	-
2L	817181	817243	-
2L	818642	818703	-
2L	821658	822857	+
2L	823568	823636	+
2L	824136	824190	+
2L	824136	824218	+
2L	826506	829304	+
2L	826506	829421	+
2L	826506	829456	+
2L	829970	830144	+
2L	830348	830737	+
2L	831082	831176	+
2L	831625	831713	+
2L	834582	834973	-
2L	835289	835352	-
2L	835546	835703	-
2L	835546	836545	-
2L	836170	836545	-
2L	837377	842613	-
2L	837377	849898	-
2L	851658	851717	-
2L	852441	852498	-
2L	852570	852627	-
2L	853004	853191	+
2L	853277	853544	+
2L	855622	855686	+
2L	855809	855867	+
2L	860408	860763	+
2L	861356	861428	+
2L	862257	862318	-
2L	862497	862562	-
2L	864133	864194	-
2L	864337	864397	-
2L	864793	864876	-
2L	864793	867813	-
2L	864793	868031	-
2L	865059	865826	-
2L	870551	871340	+
2L	871273	871340	+
2L	871575	871640	+
2L	871737	871805	+
2L	872079	872207	+
2L	873538	875037	+
2L	877870	877969	+
2L	878333	878391	-
2L	878772	878837	-
2L	879798	879864	-
2L	880913	880973	-
2L	881584	881647	-
2L	881946	882047	-
2L	882603	882659	-
2L	883038	883095	-
2L	883296	883364	-
2L	883990	884051	-
2L	884184	884255	-
2L	884387	884441	-
2L	884651	884721	-
2L	884845	884907	-
2L	898940	899009	+
2L	914278	914337	+
2L	914492	914552	+
2L	914614	914799	+
2L	915002	915057	+
2L	915268	915324	+
2L	915446	915507	+
2L	915749	915814	+
2L	916230	916281	+
2L	916652	916706	+
2L	917386	917466	+
2L	923218	930064	+
2L	923218	950491	+
2L	930422	950491	+
2L	950577	951586	+
2L	952141	952255	+
2L	953332	953395	+
2L	953509	956248	+
2L	956333	956403	+
2L	956791	956859	+
2L	956943	957051	+
2L	957208	957278	+
2L	989103	989416	-
2L	989356	989771	-
2L	990310	990869	-
2L	1014483	1014549	-
2L	1014715	1014776	-
2L	1014973	1015034	-
2L	1015255	1015314	-
2L	1015926	1015992	-
2L	1016075	1016138	-
2L	1017640	1017710	-
2L	1017767	1019267	-
2L	1019320	1033686	-
2L	1034189	1034401	-
2L	1034189	1042963	-
2L	1034189	1046809	-
2L	1038505	1038578	+
2L	1047021	1047955	-
2L	1052264	1052330	-
2L	1052494	1052565	-
2L	1053052	1061233	-
2L	1062212	1076834	-
2L	1062212	1077651	-
2L	1078567	1078624	+
2L	1079064	1079120	+
2L	1081426	1081577	+
2L	1081919	1081976	+
2L	1082055	1082119	+
2L	1082664	1082788	+
2L	1082664	1082791	+
2L	1084835	1084893	-
2L	1085135	1085200	-
2L	1085308	1085523	-
2L	1085679	1085743	-
2L	1085860	1085926	-
2L	1086025	1087694	-
2L	1088105	1101920	-
2L	1088105	1102322	-
2L	1101967	1102322	-
2L	1103819	1103878	-
2L	1105100	1105158	-
2L	1106297	1106355	-
2L	1107105	1107160	-
2L	1107315	1107372	-
2L	1107756	1107811	-
2L	1107948	1108015	-
2L	1109894	1109962	+
2L	1110422	1110479	+
2L	1110673	1111263	+
2L	1111396	1111453	+
2L	1111966	1112027	+
2L	1112443	1112505	+
2L	1113151	1113203	+
2L	1113500	1113558	+
2L	1113764	1113825	+
2L	1115942	1116440	-
2L	1116689	1117443	-
2L	1117515	1117866	-
2L	1117515	1118565	-
2L	1117515	1128128	-
2L	1117916	1118565	-
2L	1128344	1128803	-
2L	1129504	1129818	+
2L	1131180	1131263	+
2L	1135080	1138620	+
2L	1139066	1139123	+
2L	1139384	1139482	+
2L	1139762	1139828	+
2L	1139762	1139831	+
2L	1143409	1145443	+
2L	1146471	1146538	+
2L	1146824	1146892	+
2L	1149585	1149650	-
2L	1150068	1150130	-
2L	1150325	1150378	-
2L	1150558	1150616	-
2L	1152114	1152176	-
2L	1152699	1152770	-
2L	1153317	1153385	-
2L	1153730	1154281	-
2L	1153730	1155745	-
2L	1153730	1158078	-
2L	1154405	1154551	-
2L	1155052	1155745	-
2L	1158781	1158856	+
2L	1159466	1159755	+
2L	1161218	1161289	-
2L	1161868	1161926	-
2L	1162145	1162999	-
2L	1163148	1163416	-
2L	1163148	1163759	-
2L	1165079	1165138	+
2L	1166921	1166982	+
2L	1167953	1168011	-
2L	1168637	1168694	-
2L	1169560	1169627	-
2L	1169957	1170227	-
2L	1170362	1170418	+
2L	1170552	1170610	+
2L	1170955	1171029	-
2L	1171642	1171713	-
2L	1171912	1172022	-
2L	1173318	1173379	+
2L	1173828	1173883	+
2L	1174129	1174196	+
2L	1174265	1174496	+
2L	1174569	1174909	+
2L	1174986	1175046	+
2L	1175172	1175286	+
2L	1175522	1175578	+
2L	1176042	1176100	+
2L	1176880	1176941	+
2L	1177190	1177255	+
2L	1177860	1177947	+
2L	1177867	1177947	+
2L	1178043	1178107	+
2L	1178466	1178840	+
2L	1178466	1178846	+
2L	1179068	1179126	+
2L	1179195	1179451	+
2L	1179195	1179859	+
2L	1179524	1179859	+
2L	1179936	1179996	+
2L	1180122	1180212	+
2L	1180448	1180512	+
2L	1180925	1180994	+
2L	1181792	1181854	+
2L	1182103	1182169	+
2L	1183470	1183528	-
2L	1184253	1184322	+
2L	1186014	1191402	+
2L	1186451	1191402	+
2L	1191533	1191598	+
2L	1191537	1191598	+
2L	1191908	1191969	+
2L	1192197	1192255	+
2L	1192197	1192267	+
2L	1192624	1196215	+
2L	1204463	1204564	+
2L	1204686	1204762	+
2L	1204840	1204900	+
2L	1217383	1217484	-
2L	1219590	1219656	+
2L	1220034	1227701	+
2L	1227762	1227827	+
2L	1228136	1228191	+
2L	1228407	1228464	+
2L	1228651	1228713	+
2L	1229184	1229252	+
2L	1240969	1241050	+
2L	1256944	1273584	+
2L	1273777	1280598	+
2L	1280700	1284605	+
2L	1284889	1285303	+
2L	1285443	1285505	+
2L	1285636	1285744	+
2L	1287048	1287160	+
2L	1287258	1287500	+
2L	1287740	1288132	+
2L	1288292	1289454	+
2L	1289727	1292647	+
2L	1329323	1329381	+
2L	1334758	1334818	+
2L	1341519	1341588	-
2L	1341755	1341828	-
2L	1341983	1342038	-
2L	1343597	1343658	-
2L	1343825	1343903	-
2L	1344058	1344114	-
2L	1344514	1344569	+
2L	1344514	1344580	+
2L	1352640	1352697	-
2L	1353837	1353887	-
2L	1355628	1355701	-
2L	1359109	1359171	-
2L	1359269	1359331	-
2L	1359416	1359466	-
2L	1359696	1359760	-
2L	1360372	1360491	-
2L	1360589	1360656	-
2L	1360735	1360795	-
2L	1360925	1361457	-
2L	1361577	1361640	-
2L	1368108	1368214	+
2L	1368312	1368365	+
2L	1368478	1368529	+
2L	1382631	1384926	-
2L	1385211	1386847	-
2L	1387010	1387106	-
2L	1387352	1387430	-
2L	1387525	1390892	-
2L	1391297	1391388	-
2L	1391507	1391586	-
2L	1392523	1392689	-
2L	1392820	1394191	-
2L	1394331	1394473	-
2L	1394757	1395902	-
2L	1396004	1397061	-
2L	1397251	1419903	-
2L	1499420	1499557	-
2L	1499420	1499674	-
2L	1500044	1500113	-
2L	1500198	1500408	-
2L	1500201	1500408	-
2L	1501035	1501096	-
2L	1501035	1501098	-
2L	1501053	1501123	+
2L	1501428	1503569	+
2L	1501871	1501932	-
2L	1502183	1502610	-
2L	1520739	1520800	+
2L	1521438	1521558	+
2L	1521915	1521982	+
2L	1522829	1522890	+
2L	1523528	1523669	+
2L	1524026	1524090	+
2L	1555204	1556539	+
2L	1555204	1556832	+
2L	1555210	1556832	+
2L	1555752	1556323	+
2L	1556914	1600615	+
2L	1586787	1586851	-
2L	1595542	1595597	-
2L	1595826	1595891	-
2L	1596420	1609485	-
2L	1600824	1600961	+
2L	1601911	1602321	+
2L	1602656	1602943	+
2L	1603628	1604197	+
2L	1604335	1604760	+
2L	1604884	1605095	+
2L	1604884	1605098	+
2L	1604884	1606389	+
2L	1605484	1606389	+
2L	1609657	1609754	-
2L	1611867	1612005	+
2L	1612987	1613043	-
2L	1613422	1613982	-
2L	1619969	1620039	-
2L	1651410	1652774	+
2L	1651428	1652774	+
2L	1651711	1652774	+
2L	1653834	1678868	+
2L	1653834	1690116	+
2L	1667980	1670143	+
2L	1667980	1690116	+
2L	1670188	1678868	+
2L	1678919	1690116	+
2L	1690754	1694223	+
2L	1694440	1694546	+
2L	1695375	1695438	+
2L	1695585	1695648	+
2L	1705113	1705399	+
2L	1705279	1705399	+
2L	1707997	1708060	-
2L	1708213	1708281	-
2L	1708401	1708461	-
2L	1708676	1708820	-
2L	1708738	1708809	+
2L	1709103	1709173	-
2L	1709331	1709616	-
2L	1709810	1709877	-
2L	1709962	1710042	-
2L	1710102	1710207	-
2L	1710536	1710598	+
2L	1710696	1710850	+
2L	1711866	1711927	-
2L	1712086	1712144	-
2L	1712541	1712596	-
2L	1712541	1712611	-
2L	1713107	1713166	-
2L	1714116	1714172	-
2L	1714472	1715138	-
2L	1717228	1717597	-
2L	1717814	1717877	-
2L	1718150	1718226	-
2L	1718357	1718420	-
2L	1718490	1718674	-
2L	1718490	1718695	-
2L	1718490	1718739	-
2L	1718902	1723881	-
2L	1726654	1726752	-
2L	1726654	1727645	-
2L	1727879	1728053	-
2L	1728231	1728302	-
2L	1728231	1728361	-
2L	1728231	1729274	-
2L	1728231	1729549	-
2L	1731815	1731879	-
2L	1732079	1732143	-
2L	1732653	1741659	+
2L	1738018	1741659	+
2L	1742075	1742142	+
2L	1742259	1743344	+
2L	1743539	1743633	+
2L	1743778	1744922	+
2L	1745160	1745220	+
2L	1745360	1745718	+
2L	1746028	1747691	+
2L	1747859	1748773	+
2L	1748873	1749517	+
2L	1749675	1749741	+
2L	1755404	1755467	-
2L	1758657	1758932	-
2L	1785077	1785133	+
2L	1789292	1789351	-
2L	1790768	1790824	-
2L	1792208	1792260	-
2L	1793830	1793896	-
2L	1824694	1824761	-
2L	1825132	1825185	-
2L	1825900	1825986	-
2L	1825903	1825986	-
2L	1826273	1826328	-
2L	1832365	1832423	-
2L	1836651	1837172	+
2L	1836651	1842898	+
2L	1837405	1842898	+
2L	1840529	1840585	-
2L	1844719	1848064	+
2L	1848212	1851106	+
2L	1848212	1851109	+
2L	1851272	1851691	+
2L	1851963	1852053	+
2L	1852149	1852657	+
2L	1852784	1853453	+
2L	1853595	1854185	+
2L	1854307	1855363	+
2L	1854307	1855372	+
2L	1855474	1855615	+
2L	1855796	1856429	+
2L	1859000	1862719	-
2L	1859000	1864931	-
2L	1862826	1864931	-
2L	1865215	1865458	-
2L	1865774	1865986	-
2L	1866137	1866220	-
2L	1866364	1866466	-
2L	1866896	1866965	-
2L	1867364	1869073	-
2L	1869526	1875011	-
2L	1875174	1876468	-
2L	1876590	1879966	-
2L	1880670	1881311	-
2L	1885317	1909668	+
2L	1909991	1910066	+
2L	1910148	1932055	+
2L	1911868	1913208	+
2L	1912233	1913208	+
2L	1913662	1932055	+
2L	1928574	1932055	+
2L	1932146	1933805	+
2L	1934048	1934118	+
2L	1934327	1934478	+
2L	1934897	1934960	+
2L	1935682	1935738	+
2L	1936990	1937053	+
2L	1937372	1937440	+
2L	1937582	1937865	+
2L	1937582	1938507	+
2L	1937909	1938507	+
2L	1938618	1938864	+
2L	1938618	1941581	+
2L	1938618	1941754	+
2L	1941392	1941581	+
2L	1941676	1941754	+
2L	1941902	1941970	+
2L	1942045	1942107	+
2L	1942181	1942250	+
2L	1942450	1942509	+
2L	1942662	1942784	+
2L	1946195	1946254	-
2L	1946502	1946561	-
2L	1952878	1954313	-
2L	1952878	1969952	-
2L	1974479	1974563	+
2L	1974817	1974880	+
2L	1974990	1975060	+
2L	1976812	1976909	-
2L	1979201	1979909	-
2L	1980179	1980252	-
2L	1980426	1980551	-
2L	1981582	1981641	+
2L	1981831	1981885	+
2L	1982497	1982546	+
2L	1983959	1984018	+
2L	1984142	1984205	+
2L	1985400	1985470	-
2L	1985718	1985781	-
2L	1985882	1985945	-
2L	1986104	1986796	-
2L	1986104	1987584	-
2L	1989840	1989912	+
2L	1992038	1992092	-
2L	1997957	1998231	-
2L	1998719	2000933	-
2L	2000350	2000413	+
2L	2001085	2001379	-
2L	2001209	2001402	+
2L	2001510	2002172	-
2L	2001952	2002032	+
2L	2002312	2002668	-
2L	2002345	2003444	+
2L	2002919	2005560	-
2L	2007052	2007134	-
2L	2008540	2008672	+
2L	2010312	2026767	+
2L	2011784	2017523	+
2L	2017850	2026767	+
2L	2024264	2026767	+
2L	2027209	2027278	+
2L	2027790	2027851	+
2L	2028049	2028112	+
2L	2028248	2028302	+
2L	2028248	2028320	+
2L	2029027	2029091	+
2L	2029417	2029493	+
2L	2029755	2029835	+
2L	2035563	2035881	-
2L	2038007	2039929	+
2L	2038223	2039929	+
2L	2038640	2039929	+
2L	2039803	2039929	+
2L	2040153	2040216	+
2L	2040358	2040421	+
2L	2041572	2041646	+
2L	2042568	2042652	+
2L	2042850	2042913	+
2L	2045640	2045699	+
2L	2046010	2046065	+
2L	2046010	2046068	+
2L	2046217	2046427	+
2L	2047638	2047703	+
2L	2055111	2055326	+
2L	2055516	2055598	+
2L	2055785	2057033	+
2L	2057134	2057672	+
2L	2057824	2057916	+
2L	2059982	2061809	-
2L	2061906	2061974	-
2L	2062298	2065610	-
2L	2065742	2066519	-
2L	2066596	2066741	-
2L	2067159	2094412	-
2L	2080122	2080207	+
2L	2081065	2081131	+
2L	2081065	2081134	+
2L	2084224	2084277	+
2L	2095171	2109725	-
2L	2095171	2109818	-
2L	2129069	2129132	-
2L	2131253	2134438	+
2L	2134966	2135037	+
2L	2136643	2136730	+
2L	2137793	2137882	-
2L	2137925	2137983	-
2L	2138154	2139629	-
2L	2138157	2139629	-
2L	2139672	2139727	-
2L	2139675	2139727	-
2L	2140311	2140379	-
2L	2141069	2141128	-
2L	2141721	2141784	-
2L	2142131	2142190	-
2L	2142579	2142641	-
2L	2143390	2143448	-
2L	2143848	2143919	-
2L	2144052	2144118	-
2L	2144365	2144456	-
2L	2144624	2144804	-
2L	2146812	2146885	-
2L	2148588	2148646	+
2L	2149779	2149841	+
2L	2150260	2150328	+
2L	2150794	2150847	+
2L	2152145	2152232	+
2L	2152269	2152662	+
2L	2152461	2152662	+
2L	2152464	2152662	+
2L	2152943	2153002	+
2L	2153104	2153281	+
2L	2153530	2153595	+
2L	2154409	2154472	+
2L	2158404	2158467	-
2L	2159244	2159311	-
2L	2160581	2161009	-
2L	2160581	2161232	-
2L	2160581	2171141	-
2L	2160581	2177846	-
2L	2171197	2177846	-
2L	2184232	2184362	+
2L	2189153	2189342	-
2L	2190642	2190706	-
2L	2190645	2190706	-
2L	2190783	2191849	-
2L	2191077	2191849	-
2L	2192089	2192146	-
2L	2192714	2192777	-
2L	2192844	2192974	-
2L	2192847	2192922	-
2L	2192847	2192974	-
2L	2192847	2197308	-
2L	2203847	2203907	-
2L	2204598	2204656	-
2L	2205069	2205125	-
2L	2205192	2205255	-
2L	2205306	2205364	-
2L	2205429	2205486	-
2L	2205645	2205717	-
2L	2205866	2205933	-
2L	2206730	2206799	-
2L	2207490	2207561	-
2L	2207974	2208035	-
2L	2208102	2208161	-
2L	2208212	2208269	-
2L	2208334	2208387	-
2L	2208546	2208607	-
2L	2208750	2208811	-
2L	2210868	2210924	-
2L	2211509	2211576	-
2L	2211716	2211772	-
2L	2212090	2212278	-
2L	2213332	2213414	-
2L	2213547	2213615	-
2L	2213556	2213615	-
2L	2213755	2213895	-
2L	2214383	2214437	+
2L	2214883	2215013	+
2L	2215455	2215514	-
2L	2215458	2215514	-
2L	2216958	2217012	-
2L	2217543	2217597	+
2L	2217770	2217829	+
2L	2218080	2218173	+
2L	2219103	2219160	+
2L	2219715	2219776	+
2L	2220257	2220319	+
2L	2220950	2223242	+
2L	2222297	2223242	+
2L	2222769	2223242	+
2L	2223632	2223704	+
2L	2224525	2224578	+
2L	2224684	2224743	+
2L	2225356	2225409	+
2L	2226000	2226058	-
2L	2227280	2229265	+
2L	2227304	2227363	-
2L	2229392	2229456	+
2L	2229574	2229637	+
2L	2229812	2229877	+
2L	2232187	2232256	-
2L	2233046	2233109	-
2L	2233976	2234234	-
2L	2234349	2234408	-
2L	2234867	2234927	-
2L	2235898	2236307	-
2L	2237973	2238036	-
2L	2239127	2239191	-
2L	2240267	2240340	-
2L	2242590	2242692	+
2L	2242944	2243559	+
2L	2245493	2245544	+
2L	2245493	2245550	+
2L	2263754	2263815	+
2L	2264041	2264096	+
2L	2264419	2264482	-
2L	2264708	2264771	-
2L	2272499	2279629	-
2L	2276390	2279629	-
2L	2279250	2279629	-
2L	2284324	2284494	-
2L	2284324	2284766	-
2L	2287455	2287538	-
2L	2287618	2287681	-
2L	2290641	2290703	-
2L	2300503	2300582	+
2L	2308040	2308141	+
2L	2308248	2308304	+
2L	2308530	2308580	+
2L	2309289	2309515	-
2L	2309701	2310125	-
2L	2310448	2310661	-
2L	2310869	2323350	-
2L	2310869	2330655	-
2L	2312178	2323382	+
2L	2323448	2330655	-
2L	2323448	2357077	-
2L	2324255	2327403	+
2L	2327551	2338379	+
2L	2330809	2357077	-
2L	2338531	2338764	+
2L	2341093	2346826	+
2L	2347178	2350758	+
2L	2351030	2352443	+
2L	2352735	2352801	+
2L	2353461	2353537	+
2L	2353700	2353768	+
2L	2354499	2354579	+
2L	2354821	2356430	+
2L	2356930	2357689	+
2L	2360392	2360455	-
2L	2360392	2360459	-
2L	2360568	2360632	-
2L	2360800	2360971	-
2L	2361091	2361159	-
2L	2361584	2361738	-
2L	2361584	2362674	-
2L	2361584	2363404	-
2L	2361584	2364312	-
2L	2361584	2364594	-
2L	2361584	2364640	-
2L	2361584	2364836	-
2L	2361584	2364889	-
2L	2361584	2365060	-
2L	2365389	2366274	+
2L	2365727	2366274	+
2L	2365900	2366274	+
2L	2368212	2368315	+
2L	2370519	2370611	-
2L	2370987	2371041	-
2L	2370987	2371047	-
